YEAR,MH1,AGE,COUNT
2016,Depressive,21-24,28742
2016,Depressive,25-29,42360
2016,Depressive,30-34,41267
2016,Depressive,35-39,39433
2016,Depressive,40-44,37934
2016,Depressive,45-49,44182
2016,Depressive,50-54,51143
2016,Depressive,55-59,43013
2016,Depressive,60-64,25653
2016,Depressive,65+,18556
2016,Oppositional Defiant,0-11,12057
2016,Oppositional Defiant,12-14,8050
2016,Oppositional Defiant,15-17,8073
2016,Oppositional Defiant,18-20,1592
2016,Oppositional Defiant,21-24,277
2016,Oppositional Defiant,25-29,162
2016,Oppositional Defiant,30-34,93
2016,Oppositional Defiant,35-39,27
2016,Oppositional Defiant,40-44,12
2016,Oppositional Defiant,45-49,11
2016,Oppositional Defiant,50-54,7
2016,Oppositional Defiant,55-59,7
2016,Oppositional Defiant,60-64,3
2016,Oppositional Defiant,65+,4
2016,Pervasive Developmental,0-11,3526
2016,Pervasive Developmental,12-14,1469
2016,Pervasive Developmental,15-17,1328
2016,Pervasive Developmental,18-20,941
2016,Pervasive Developmental,21-24,822
2016,Pervasive Developmental,25-29,587
2016,Pervasive Developmental,30-34,278
2016,Pervasive Developmental,35-39,159
2016,Pervasive Developmental,40-44,105
2016,Pervasive Developmental,45-49,75
2016,Pervasive Developmental,50-54,59
2016,Pervasive Developmental,55-59,42
2016,Pervasive Developmental,60-64,21
2016,Pervasive Developmental,65+,16
2016,Personality,0-11,48
2016,Personality,12-14,65
2016,Personality,15-17,146
2016,Personality,18-20,380
2016,Personality,21-24,753
2016,Personality,25-29,1133
2016,Personality,30-34,1129
2016,Personality,35-39,1045
2016,Personality,40-44,943
2016,Personality,45-49,916
2016,Personality,50-54,1004
2016,Personality,55-59,740
2016,Personality,60-64,466
2016,Personality,65+,313
2016,Schizophrenia/Other Psychotic,0-11,503
2016,Schizophrenia/Other Psychotic,12-14,615
2016,Schizophrenia/Other Psychotic,15-17,1407
2016,Schizophrenia/Other Psychotic,18-20,4500
2016,Schizophrenia/Other Psychotic,21-24,12491
2016,Schizophrenia/Other Psychotic,25-29,20642
2016,Schizophrenia/Other Psychotic,30-34,22424
2016,Schizophrenia/Other Psychotic,35-39,22027
2016,Schizophrenia/Other Psychotic,40-44,19561
2016,Schizophrenia/Other Psychotic,45-49,22580
2016,Schizophrenia/Other Psychotic,50-54,27208
2016,Schizophrenia/Other Psychotic,55-59,25609
2016,Schizophrenia/Other Psychotic,60-64,16983
2016,Schizophrenia/Other Psychotic,65+,14986
2016,Alcohol/Substance Abuse,0-11,81
2016,Alcohol/Substance Abuse,12-14,64
2016,Alcohol/Substance Abuse,15-17,301
2016,Alcohol/Substance Abuse,18-20,547
2016,Alcohol/Substance Abuse,21-24,1359
2016,Alcohol/Substance Abuse,25-29,2264
2016,Alcohol/Substance Abuse,30-34,2200
2016,Alcohol/Substance Abuse,35-39,1838
2016,Alcohol/Substance Abuse,40-44,1266
2016,Alcohol/Substance Abuse,45-49,1057
2016,Alcohol/Substance Abuse,50-54,1079
2016,Alcohol/Substance Abuse,55-59,735
2016,Alcohol/Substance Abuse,60-64,402
2016,Alcohol/Substance Abuse,65+,220
2016,Other,0-11,12768
2016,Other,12-14,7818
2016,Other,15-17,9189
2016,Other,18-20,4369
2016,Other,21-24,4826
2016,Other,25-29,6134
2016,Other,30-34,5654
2016,Other,35-39,4590
2016,Other,40-44,3951
2016,Other,45-49,4112
2016,Other,50-54,4340
2016,Other,55-59,3377
2016,Other,60-64,2150
2016,Other,65+,2057
2017,Trauma/stress-related,0-11,41631
2017,Trauma/stress-related,12-14,18294
2017,Trauma/stress-related,15-17,17061
2017,Trauma/stress-related,18-20,7839
2017,Trauma/stress-related,21-24,8756
2017,Trauma/stress-related,25-29,13798
2017,Trauma/stress-related,30-34,13073
2017,Trauma/stress-related,35-39,11849
2017,Trauma/stress-related,40-44,9455
2017,Trauma/stress-related,45-49,9452
2017,Trauma/stress-related,50-54,8946
2017,Trauma/stress-related,55-59,6960
2017,Trauma/stress-related,60-64,3863
2017,Trauma/stress-related,65+,7974
2017,Anxiety,0-11,12399
2017,Anxiety,12-14,8247
2017,Anxiety,15-17,10578
2017,Anxiety,18-20,6950
2017,Anxiety,21-24,8865
2017,Anxiety,25-29,14088
2017,Anxiety,30-34,13320
2017,Anxiety,35-39,11486
2017,Anxiety,40-44,8947
2017,Anxiety,45-49,8752
2017,Anxiety,50-54,8726
2017,Anxiety,55-59,7196
2017,Anxiety,60-64,4511
2017,Anxiety,65+,7490
2017,ADHD,0-11,74650
2017,ADHD,12-14,30856
2017,ADHD,15-17,20658
2017,ADHD,18-20,6424
2017,ADHD,21-24,2857
2017,ADHD,25-29,2734
2017,ADHD,30-34,2013
2017,ADHD,35-39,1405
2017,ADHD,40-44,918
2017,ADHD,45-49,740
2017,ADHD,50-54,549
2017,ADHD,55-59,402
2017,ADHD,60-64,250
2017,ADHD,65+,811
2017,Conduct,0-11,12675
2017,Conduct,12-14,4391
2017,Conduct,15-17,5168
2017,Conduct,18-20,1452
2017,Conduct,21-24,665
2017,Conduct,25-29,490
2017,Conduct,30-34,314
2017,Conduct,35-39,254
2017,Conduct,40-44,180
2017,Conduct,45-49,137
2017,Conduct,50-54,148
2017,Conduct,55-59,97
2017,Conduct,60-64,61
2017,Conduct,65+,1039
2017,Delirium/dementia,0-11,35
2017,Delirium/dementia,12-14,22
2017,Delirium/dementia,15-17,38
2017,Delirium/dementia,18-20,28
2017,Delirium/dementia,21-24,56
2017,Delirium/dementia,25-29,98
2017,Delirium/dementia,30-34,102
2017,Delirium/dementia,35-39,115
2017,Delirium/dementia,40-44,127
2017,Delirium/dementia,45-49,183
2017,Delirium/dementia,50-54,292
2017,Delirium/dementia,55-59,405
2017,Delirium/dementia,60-64,404
2017,Delirium/dementia,65+,2029
2017,Bipolar,0-11,1550
2017,Bipolar,12-14,2432
2017,Bipolar,15-17,5472
2017,Bipolar,18-20,8628
2017,Bipolar,21-24,16022
2017,Bipolar,25-29,27759
2017,Bipolar,30-34,28285
2017,Bipolar,35-39,28179
2017,Bipolar,40-44,24818
2017,Bipolar,45-49,26132
2017,Bipolar,50-54,25999
2017,Bipolar,55-59,20440
2017,Bipolar,60-64,11460
2017,Bipolar,65+,9128
2017,Depressive,0-11,6302
2017,Depressive,12-14,15797
2017,Depressive,15-17,27639
2017,Depressive,18-20,21787
2017,Depressive,21-24,28872
2017,Depressive,25-29,43933
2017,Depressive,30-34,42376
2017,Depressive,35-39,40584
2017,Depressive,40-44,36648
2017,Depressive,45-49,43300
2017,Depressive,50-54,49147
2017,Depressive,55-59,43534
2017,Depressive,60-64,26562
2017,Depressive,65+,26674
2017,Oppositional Defiant,0-11,12008
2017,Oppositional Defiant,12-14,7966
2017,Oppositional Defiant,15-17,7895
2017,Oppositional Defiant,18-20,1945
2017,Oppositional Defiant,21-24,445
2017,Oppositional Defiant,25-29,154
2017,Oppositional Defiant,30-34,81
2017,Oppositional Defiant,35-39,49
2017,Oppositional Defiant,40-44,13
2017,Oppositional Defiant,45-49,13
2017,Oppositional Defiant,50-54,14
2017,Oppositional Defiant,55-59,7
2017,Oppositional Defiant,60-64,6
2017,Oppositional Defiant,65+,464
2017,Pervasive Developmental,0-11,3264
2017,Pervasive Developmental,12-14,1417
2017,Pervasive Developmental,15-17,1318
2017,Pervasive Developmental,18-20,881
2017,Pervasive Developmental,21-24,755
2017,Pervasive Developmental,25-29,543
2017,Pervasive Developmental,30-34,262
2017,Pervasive Developmental,35-39,145
2017,Pervasive Developmental,40-44,84
2017,Pervasive Developmental,45-49,59
2017,Pervasive Developmental,50-54,53
2017,Pervasive Developmental,55-59,28
2017,Pervasive Developmental,60-64,21
2017,Pervasive Developmental,65+,63
2017,Personality,0-11,28
2017,Personality,12-14,38
2017,Personality,15-17,122
2017,Personality,18-20,415
2017,Personality,21-24,856
2017,Personality,25-29,1306
2017,Personality,30-34,1198
2017,Personality,35-39,1138
2017,Personality,40-44,929
2017,Personality,45-49,925
2017,Personality,50-54,975
2017,Personality,55-59,699
2017,Personality,60-64,447
2017,Personality,65+,480
2017,Schizophrenia/Other Psychotic,0-11,448
2017,Schizophrenia/Other Psychotic,12-14,561
2017,Schizophrenia/Other Psychotic,15-17,1372
2017,Schizophrenia/Other Psychotic,18-20,4479
2017,Schizophrenia/Other Psychotic,21-24,12470
2017,Schizophrenia/Other Psychotic,25-29,22203
2017,Schizophrenia/Other Psychotic,30-34,23335
2017,Schizophrenia/Other Psychotic,35-39,23555
2017,Schizophrenia/Other Psychotic,40-44,20033
2017,Schizophrenia/Other Psychotic,45-49,22387
2017,Schizophrenia/Other Psychotic,50-54,26197
2017,Schizophrenia/Other Psychotic,55-59,25951
2017,Schizophrenia/Other Psychotic,60-64,18064
2017,Schizophrenia/Other Psychotic,65+,16869
2017,Alcohol/Substance Abuse,0-11,15
2017,Alcohol/Substance Abuse,12-14,71
2017,Alcohol/Substance Abuse,15-17,574
2017,Alcohol/Substance Abuse,18-20,888
2017,Alcohol/Substance Abuse,21-24,2120
2017,Alcohol/Substance Abuse,25-29,3977
2017,Alcohol/Substance Abuse,30-34,4013
2017,Alcohol/Substance Abuse,35-39,3398
2017,Alcohol/Substance Abuse,40-44,2172
2017,Alcohol/Substance Abuse,45-49,1844
2017,Alcohol/Substance Abuse,50-54,1519
2017,Alcohol/Substance Abuse,55-59,1008
2017,Alcohol/Substance Abuse,60-64,493
2017,Alcohol/Substance Abuse,65+,277
2017,Other,0-11,14602
2017,Other,12-14,9686
2017,Other,15-17,11881
2017,Other,18-20,6012
2017,Other,21-24,6287
2017,Other,25-29,8518
2017,Other,30-34,7097
2017,Other,35-39,6337
2017,Other,40-44,5193
2017,Other,45-49,5566
2017,Other,50-54,5709
2017,Other,55-59,4852
2017,Other,60-64,3209
2017,Other,65+,4926
2018,Trauma/stress-related,0-11,49374
2018,Trauma/stress-related,12-14,21165
2018,Trauma/stress-related,15-17,18488
2018,Trauma/stress-related,18-20,8606
2018,Trauma/stress-related,21-24,8990
2018,Trauma/stress-related,25-29,13958
2018,Trauma/stress-related,30-34,13433
2018,Trauma/stress-related,35-39,12342
2018,Trauma/stress-related,40-44,9727
2018,Trauma/stress-related,45-49,9215
2018,Trauma/stress-related,50-54,8666
2018,Trauma/stress-related,55-59,6686
2018,Trauma/stress-related,60-64,3749
2018,Trauma/stress-related,65+,3025
2018,Anxiety,0-11,13937
2018,Anxiety,12-14,9574
2018,Anxiety,15-17,11704
2018,Anxiety,18-20,8013
2018,Anxiety,21-24,9624
2018,Anxiety,25-29,15511
2018,Anxiety,30-34,14451
2018,Anxiety,35-39,12939
2018,Anxiety,40-44,10121
2018,Anxiety,45-49,9514
2018,Anxiety,50-54,9297
2018,Anxiety,55-59,8108
2018,Anxiety,60-64,5426
2018,Anxiety,65+,4839
2018,ADHD,0-11,77685
2018,ADHD,12-14,32079
2018,ADHD,15-17,20955
2018,ADHD,18-20,6495
2018,ADHD,21-24,2986
2018,ADHD,25-29,3094
2018,ADHD,30-34,2254
2018,ADHD,35-39,1617
2018,ADHD,40-44,1038
2018,ADHD,45-49,850
2018,ADHD,50-54,589
2018,ADHD,55-59,459
2018,ADHD,60-64,295
2018,ADHD,65+,141
2018,Conduct,0-11,12741
2018,Conduct,12-14,4313
2018,Conduct,15-17,4451
2018,Conduct,18-20,1244
2018,Conduct,21-24,460
2018,Conduct,25-29,476
2018,Conduct,30-34,297
2018,Conduct,35-39,223
2018,Conduct,40-44,157
2018,Conduct,45-49,120
2018,Conduct,50-54,113
2018,Conduct,55-59,85
2018,Conduct,60-64,58
2018,Conduct,65+,48
2018,Delirium/dementia,0-11,35
2018,Delirium/dementia,12-14,12
2018,Delirium/dementia,15-17,26
2018,Delirium/dementia,18-20,27
2018,Delirium/dementia,21-24,44
2018,Delirium/dementia,25-29,96
2018,Delirium/dementia,30-34,100
2018,Delirium/dementia,35-39,122
2018,Delirium/dementia,40-44,132
2018,Delirium/dementia,45-49,185
2018,Delirium/dementia,50-54,237
2018,Delirium/dementia,55-59,369
2018,Delirium/dementia,60-64,455
2018,Delirium/dementia,65+,2232
2018,Bipolar,0-11,1404
2018,Bipolar,12-14,2372
2018,Bipolar,15-17,5064
2018,Bipolar,18-20,8833
2018,Bipolar,21-24,15730
2018,Bipolar,25-29,27396
2018,Bipolar,30-34,28451
2018,Bipolar,35-39,28346
2018,Bipolar,40-44,24327
2018,Bipolar,45-49,25427
2018,Bipolar,50-54,24748
2018,Bipolar,55-59,20895
2018,Bipolar,60-64,12303
2018,Bipolar,65+,8694
2018,Depressive,0-11,7531
2018,Depressive,12-14,18659
2018,Depressive,15-17,30784
2018,Depressive,18-20,24760
2018,Depressive,21-24,31058
2018,Depressive,25-29,46290
2018,Depressive,30-34,43972
2018,Depressive,35-39,41858
2018,Depressive,40-44,37476
2018,Depressive,45-49,42711
2018,Depressive,50-54,47523
2018,Depressive,55-59,44547
2018,Depressive,60-64,28622
2018,Depressive,65+,22302
2018,Oppositional Defiant,0-11,12980
2018,Oppositional Defiant,12-14,7661
2018,Oppositional Defiant,15-17,7076
2018,Oppositional Defiant,18-20,1463
2018,Oppositional Defiant,21-24,273
2018,Oppositional Defiant,25-29,99
2018,Oppositional Defiant,30-34,72
2018,Oppositional Defiant,35-39,39
2018,Oppositional Defiant,40-44,19
2018,Oppositional Defiant,45-49,13
2018,Oppositional Defiant,50-54,14
2018,Oppositional Defiant,55-59,10
2018,Oppositional Defiant,60-64,7
2018,Oppositional Defiant,65+,3
2018,Pervasive Developmental,0-11,3518
2018,Pervasive Developmental,12-14,1613
2018,Pervasive Developmental,15-17,1487
2018,Pervasive Developmental,18-20,1014
2018,Pervasive Developmental,21-24,841
2018,Pervasive Developmental,25-29,687
2018,Pervasive Developmental,30-34,320
2018,Pervasive Developmental,35-39,156
2018,Pervasive Developmental,40-44,90
2018,Pervasive Developmental,45-49,77
2018,Pervasive Developmental,50-54,46
2018,Pervasive Developmental,55-59,41
2018,Pervasive Developmental,60-64,19
2018,Pervasive Developmental,65+,15
2018,Personality,0-11,36
2018,Personality,12-14,44
2018,Personality,15-17,144
2018,Personality,18-20,446
2018,Personality,21-24,899
2018,Personality,25-29,1353
2018,Personality,30-34,1281
2018,Personality,35-39,1271
2018,Personality,40-44,987
2018,Personality,45-49,996
2018,Personality,50-54,919
2018,Personality,55-59,734
2018,Personality,60-64,499
2018,Personality,65+,376
2018,Schizophrenia/Other Psychotic,0-11,410
2018,Schizophrenia/Other Psychotic,12-14,544
2018,Schizophrenia/Other Psychotic,15-17,1361
2018,Schizophrenia/Other Psychotic,18-20,4551
2018,Schizophrenia/Other Psychotic,21-24,12688
2018,Schizophrenia/Other Psychotic,25-29,23022
2018,Schizophrenia/Other Psychotic,30-34,24091
2018,Schizophrenia/Other Psychotic,35-39,24882
2018,Schizophrenia/Other Psychotic,40-44,20854
2018,Schizophrenia/Other Psychotic,45-49,21922
2018,Schizophrenia/Other Psychotic,50-54,25161
2018,Schizophrenia/Other Psychotic,55-59,26187
2018,Schizophrenia/Other Psychotic,60-64,19365
2018,Schizophrenia/Other Psychotic,65+,17353
2018,Alcohol/Substance Abuse,0-11,24
2018,Alcohol/Substance Abuse,12-14,110
2018,Alcohol/Substance Abuse,15-17,687
2018,Alcohol/Substance Abuse,18-20,1144
2018,Alcohol/Substance Abuse,21-24,2886
2018,Alcohol/Substance Abuse,25-29,5825
2018,Alcohol/Substance Abuse,30-34,5915
2018,Alcohol/Substance Abuse,35-39,5070
2018,Alcohol/Substance Abuse,40-44,3515
2018,Alcohol/Substance Abuse,45-49,2679
2018,Alcohol/Substance Abuse,50-54,2244
2018,Alcohol/Substance Abuse,55-59,1671
2018,Alcohol/Substance Abuse,60-64,845
2018,Alcohol/Substance Abuse,65+,481
2018,Other,0-11,17190
2018,Other,12-14,11080
2018,Other,15-17,11972
2018,Other,18-20,6414
2018,Other,21-24,6518
2018,Other,25-29,9006
2018,Other,30-34,7636
2018,Other,35-39,6834
2018,Other,40-44,5474
2018,Other,45-49,5670
2018,Other,50-54,5656
2018,Other,55-59,5105
2018,Other,60-64,3534
2018,Other,65+,3638
2019,Trauma/stress-related,0-11,52972
2019,Trauma/stress-related,12-14,23770
2019,Trauma/stress-related,15-17,19598
2019,Trauma/stress-related,18-20,8838
2019,Trauma/stress-related,21-24,9284
2019,Trauma/stress-related,25-29,14548
2019,Trauma/stress-related,30-34,14005
2019,Trauma/stress-related,35-39,12648
2019,Trauma/stress-related,40-44,9845
2019,Trauma/stress-related,45-49,9275
2019,Trauma/stress-related,50-54,8639
2019,Trauma/stress-related,55-59,7021
2019,Trauma/stress-related,60-64,3947
2019,Trauma/stress-related,65+,3167
2019,Anxiety,0-11,15031
2019,Anxiety,12-14,10563
2019,Anxiety,15-17,12777
2019,Anxiety,18-20,8215
2019,Anxiety,21-24,9431
2019,Anxiety,25-29,15221
2019,Anxiety,30-34,14411
2019,Anxiety,35-39,12371
2019,Anxiety,40-44,9613
2019,Anxiety,45-49,8797
2019,Anxiety,50-54,8462
2019,Anxiety,55-59,7668
2019,Anxiety,60-64,5189
2019,Anxiety,65+,4335
2019,ADHD,0-11,73838
2019,ADHD,12-14,31072
2019,ADHD,15-17,19251
2019,ADHD,18-20,5998
2019,ADHD,21-24,2831
2019,ADHD,25-29,2868
2019,ADHD,30-34,2275
2019,ADHD,35-39,1647
2019,ADHD,40-44,1060
2019,ADHD,45-49,829
2019,ADHD,50-54,611
2019,ADHD,55-59,445
2019,ADHD,60-64,301
2019,ADHD,65+,114
2019,Conduct,0-11,12028
2019,Conduct,12-14,4271
2019,Conduct,15-17,4271
2019,Conduct,18-20,1202
2019,Conduct,21-24,491
2019,Conduct,25-29,441
2019,Conduct,30-34,286
2019,Conduct,35-39,206
2019,Conduct,40-44,130
2019,Conduct,45-49,125
2019,Conduct,50-54,87
2019,Conduct,55-59,74
2019,Conduct,60-64,72
2019,Conduct,65+,50
2019,Delirium/dementia,0-11,25
2019,Delirium/dementia,12-14,15
2019,Delirium/dementia,15-17,19
2019,Delirium/dementia,18-20,22
2019,Delirium/dementia,21-24,40
2019,Delirium/dementia,25-29,85
2019,Delirium/dementia,30-34,111
2019,Delirium/dementia,35-39,105
2019,Delirium/dementia,40-44,117
2019,Delirium/dementia,45-49,139
2019,Delirium/dementia,50-54,180
2019,Delirium/dementia,55-59,344
2019,Delirium/dementia,60-64,382
2019,Delirium/dementia,65+,1785
2019,Bipolar,0-11,1200
2019,Bipolar,12-14,2134
2019,Bipolar,15-17,4663
2019,Bipolar,18-20,9024
2019,Bipolar,21-24,15915
2019,Bipolar,25-29,27730
2019,Bipolar,30-34,28819
2019,Bipolar,35-39,27647
2019,Bipolar,40-44,23930
2019,Bipolar,45-49,23882
2019,Bipolar,50-54,23280
2019,Bipolar,55-59,20354
2019,Bipolar,60-64,12089
2019,Bipolar,65+,8571
2019,Depressive,0-11,12832
2019,Depressive,12-14,23761
2019,Depressive,15-17,34501
2019,Depressive,18-20,26842
2019,Depressive,21-24,32612
2019,Depressive,25-29,48517
2019,Depressive,30-34,45531
2019,Depressive,35-39,42683
2019,Depressive,40-44,37496
2019,Depressive,45-49,40822
2019,Depressive,50-54,44727
2019,Depressive,55-59,43773
2019,Depressive,60-64,29202
2019,Depressive,65+,22474
2019,Oppositional Defiant,0-11,12056
2019,Oppositional Defiant,12-14,7473
2019,Oppositional Defiant,15-17,6028
2019,Oppositional Defiant,18-20,1272
2019,Oppositional Defiant,21-24,273
2019,Oppositional Defiant,25-29,123
2019,Oppositional Defiant,30-34,67
2019,Oppositional Defiant,35-39,41
2019,Oppositional Defiant,40-44,23
2019,Oppositional Defiant,45-49,10
2019,Oppositional Defiant,50-54,18
2019,Oppositional Defiant,55-59,16
2019,Oppositional Defiant,60-64,15
2019,Oppositional Defiant,65+,6
2019,Pervasive Developmental,0-11,3510
2019,Pervasive Developmental,12-14,1662
2019,Pervasive Developmental,15-17,1511
2019,Pervasive Developmental,18-20,1069
2019,Pervasive Developmental,21-24,904
2019,Pervasive Developmental,25-29,689
2019,Pervasive Developmental,30-34,289
2019,Pervasive Developmental,35-39,166
2019,Pervasive Developmental,40-44,94
2019,Pervasive Developmental,45-49,68
2019,Pervasive Developmental,50-54,54
2019,Pervasive Developmental,55-59,41
2019,Pervasive Developmental,60-64,22
2019,Pervasive Developmental,65+,18
2019,Personality,0-11,37
2019,Personality,12-14,43
2019,Personality,15-17,134
2019,Personality,18-20,442
2019,Personality,21-24,893
2019,Personality,25-29,1311
2019,Personality,30-34,1247
2019,Personality,35-39,1191
2019,Personality,40-44,904
2019,Personality,45-49,903
2019,Personality,50-54,855
2019,Personality,55-59,706
2019,Personality,60-64,476
2019,Personality,65+,376
2019,Schizophrenia/Other Psychotic,0-11,377
2019,Schizophrenia/Other Psychotic,12-14,535
2019,Schizophrenia/Other Psychotic,15-17,1359
2019,Schizophrenia/Other Psychotic,18-20,4800
2019,Schizophrenia/Other Psychotic,21-24,12168
2019,Schizophrenia/Other Psychotic,25-29,22830
2019,Schizophrenia/Other Psychotic,30-34,23852
2019,Schizophrenia/Other Psychotic,35-39,24484
2019,Schizophrenia/Other Psychotic,40-44,20720
2019,Schizophrenia/Other Psychotic,45-49,20611
2019,Schizophrenia/Other Psychotic,50-54,22580
2019,Schizophrenia/Other Psychotic,55-59,24245
2019,Schizophrenia/Other Psychotic,60-64,18514
2019,Schizophrenia/Other Psychotic,65+,16864
2019,Alcohol/Substance Abuse,0-11,27
2019,Alcohol/Substance Abuse,12-14,117
2019,Alcohol/Substance Abuse,15-17,733
2019,Alcohol/Substance Abuse,18-20,1253
2019,Alcohol/Substance Abuse,21-24,3101
2019,Alcohol/Substance Abuse,25-29,6528
2019,Alcohol/Substance Abuse,30-34,6918
2019,Alcohol/Substance Abuse,35-39,6444
2019,Alcohol/Substance Abuse,40-44,4391
2019,Alcohol/Substance Abuse,45-49,3311
2019,Alcohol/Substance Abuse,50-54,2721
2019,Alcohol/Substance Abuse,55-59,2122
2019,Alcohol/Substance Abuse,60-64,1140
2019,Alcohol/Substance Abuse,65+,651
2019,Other,0-11,17972
2019,Other,12-14,11469
2019,Other,15-17,12124
2019,Other,18-20,6279
2019,Other,21-24,6461
2019,Other,25-29,8985
2019,Other,30-34,7847
2019,Other,35-39,6782
2019,Other,40-44,5466
2019,Other,45-49,5395
2019,Other,50-54,5308
2019,Other,55-59,5217
2019,Other,60-64,3503
2019,Other,65+,3864
2020,Trauma/stress-related,0-11,43636
2020,Trauma/stress-related,12-14,21479
2020,Trauma/stress-related,15-17,18976
2020,Trauma/stress-related,18-20,9439
2020,Trauma/stress-related,21-24,10124
2020,Trauma/stress-related,25-29,14782
2020,Trauma/stress-related,30-34,15218
2020,Trauma/stress-related,35-39,13805
2020,Trauma/stress-related,40-44,11208
2020,Trauma/stress-related,45-49,9960
2020,Trauma/stress-related,50-54,9000
2020,Trauma/stress-related,55-59,7602
2020,Trauma/stress-related,60-64,4589
2020,Trauma/stress-related,65+,3918
2020,Anxiety,0-11,11931
2020,Anxiety,12-14,9575
2020,Anxiety,15-17,11776
2020,Anxiety,18-20,7927
2020,Anxiety,21-24,9229
2020,Anxiety,25-29,13591
2020,Anxiety,30-34,13265
2020,Anxiety,35-39,11548
2020,Anxiety,40-44,9384
2020,Anxiety,45-49,8388
2020,Anxiety,50-54,7850
2020,Anxiety,55-59,7550
2020,Anxiety,60-64,5241
2020,Anxiety,65+,5292
2020,ADHD,0-11,62058
2020,ADHD,12-14,28892
2020,ADHD,15-17,17859
2020,ADHD,18-20,5936
2020,ADHD,21-24,2738
2020,ADHD,25-29,2250
2020,ADHD,30-34,1673
2020,ADHD,35-39,1230
2020,ADHD,40-44,790
2020,ADHD,45-49,569
2020,ADHD,50-54,434
2020,ADHD,55-59,320
2020,ADHD,60-64,253
2020,ADHD,65+,157
2020,Conduct,0-11,9568
2020,Conduct,12-14,4192
2020,Conduct,15-17,4046
2020,Conduct,18-20,1253
2020,Conduct,21-24,525
2020,Conduct,25-29,446
2020,Conduct,30-34,318
2020,Conduct,35-39,253
2020,Conduct,40-44,166
2020,Conduct,45-49,129
2020,Conduct,50-54,94
2020,Conduct,55-59,101
2020,Conduct,60-64,77
2020,Conduct,65+,60
2020,Delirium/dementia,0-11,29
2020,Delirium/dementia,12-14,20
2020,Delirium/dementia,15-17,26
2020,Delirium/dementia,18-20,26
2020,Delirium/dementia,21-24,37
2020,Delirium/dementia,25-29,69
2020,Delirium/dementia,30-34,89
2020,Delirium/dementia,35-39,83
2020,Delirium/dementia,40-44,88
2020,Delirium/dementia,45-49,91
2020,Delirium/dementia,50-54,180
2020,Delirium/dementia,55-59,276
2020,Delirium/dementia,60-64,321
2020,Delirium/dementia,65+,1749
2020,Bipolar,0-11,820
2020,Bipolar,12-14,1722
2020,Bipolar,15-17,4008
2020,Bipolar,18-20,8597
2020,Bipolar,21-24,16482
